"rules","support","confidence","coverage","lift","count"
"3009","{Beans,Toor Dal} => {Gourd & Cucumber}",0.0322312083729781,0.445723684210526,0.0723120837297812,1.48775098723386,271
"3010","{Beans,Gourd & Cucumber} => {Toor Dal}",0.0322312083729781,0.175631885936487,0.183515699333968,1.15639224506968,271
"3011","{Gourd & Cucumber,Toor Dal} => {Root Vegetables}",0.0271170313986679,0.584615384615385,0.0463843958135109,1.41533145806109,228
"3012","{Root Vegetables,Toor Dal} => {Gourd & Cucumber}",0.0271170313986679,0.4,0.0677925784966698,1.33513298928146,228
"3013","{Gourd & Cucumber,Root Vegetables} => {Toor Dal}",0.0271170313986679,0.161473087818697,0.167935299714558,1.06316814595114,228
"3014","{Gourd & Cucumber,Toor Dal} => {Other Vegetables}",0.0349666983824929,0.753846153846154,0.0463843958135109,1.76653803275877,294
"3015","{Other Vegetables,Toor Dal} => {Gourd & Cucumber}",0.0349666983824929,0.474959612277868,0.0736203615604186,1.58533561732128,294
"3016","{Gourd & Cucumber,Other Vegetables} => {Toor Dal}",0.0349666983824929,0.179706601466993,0.194576593720266,1.18322091239975,294
"3017","{Beans,Toor Dal} => {Root Vegetables}",0.0440057088487155,0.608552631578947,0.0723120837297812,1.4732826162729,370
"3018","{Root Vegetables,Toor Dal} => {Beans}",0.0440057088487155,0.649122807017544,0.0677925784966698,1.63066165563296,370
"3019","{Beans,Root Vegetables} => {Toor Dal}",0.0440057088487155,0.186585980837115,0.235846812559467,1.2285159959894,370
"3020","{Beans,Toor Dal} => {Other Vegetables}",0.0478116079923882,0.661184210526316,0.0723120837297812,1.5493971131843,402
"3021","{Other Vegetables,Toor Dal} => {Beans}",0.0478116079923882,0.649434571890145,0.0736203615604186,1.63144484029051,402
"3022","{Beans,Other Vegetables} => {Toor Dal}",0.0478116079923882,0.195906432748538,0.244053282588011,1.28988354467479,402
"3023","{Root Vegetables,Toor Dal} => {Other Vegetables}",0.0448382492863939,0.66140350877193,0.0677925784966699,1.54991100940758,377
"3024","{Other Vegetables,Toor Dal} => {Root Vegetables}",0.0448382492863939,0.609046849757674,0.0736203615604187,1.4744790995573,377
"3025","{Other Vegetables,Root Vegetables} => {Toor Dal}",0.0448382492863939,0.185897435897436,0.241198858230257,1.2239824910146,377
"3026","{Banana,Whole Spices} => {Other Dals}",0.0189105613701237,0.381294964028777,0.0495956232159848,1.64238117702559,159
"3027","{Other Dals,Whole Spices} => {Banana}",0.0189105613701237,0.239097744360902,0.0790913415794481,0.920904184418903,159
"3028","{Banana,Other Dals} => {Whole Spices}",0.0189105613701237,0.309338521400778,0.0611322549952426,1.52100484674722,159
"3029","{Banana,Whole Spices} => {Brinjals}",0.0180780209324453,0.364508393285372,0.0495956232159848,1.34126326947195,152
"3030","{Brinjals,Whole Spices} => {Banana}",0.0180780209324453,0.292307692307692,0.0618458610846813,1.12584657669403,152
"3031","{Banana,Brinjals} => {Whole Spices}",0.0180780209324453,0.214084507042254,0.0844433872502379,1.05264475743349,152
"3032","{Banana,Whole Spices} => {Gourd & Cucumber}",0.0168886774500476,0.34052757793765,0.0495956232159848,1.13662400766168,142
"3033","{Gourd & Cucumber,Whole Spices} => {Banana}",0.0168886774500476,0.243986254295533,0.0692197906755471,0.939732673438772,142
"3034","{Banana,Gourd & Cucumber} => {Whole Spices}",0.0168886774500476,0.195323246217331,0.086465271170314,0.960396405962177,142
"3035","{Banana,Whole Spices} => {Beans}",0.0250951474785918,0.50599520383693,0.0495956232159848,1.2711107480911,211
"3036","{Beans,Whole Spices} => {Banana}",0.0250951474785918,0.291034482758621,0.0862274024738344,1.12094270775744,211
"3037","{Banana,Beans} => {Whole Spices}",0.0250951474785918,0.2060546875,0.121788772597526,1.01316246345029,211
"3038","{Banana,Whole Spices} => {Root Vegetables}",0.0280685061845861,0.565947242206235,0.0495956232159848,1.37013660019292,236
"3039","{Root Vegetables,Whole Spices} => {Banana}",0.0280685061845861,0.317631224764468,0.0883682207421503,1.22338219781019,236
"3040","{Banana,Root Vegetables} => {Whole Spices}",0.0280685061845861,0.204506065857886,0.137250237868696,1.00554795422988,236
"3041","{Banana,Whole Spices} => {Other Vegetables}",0.0246194100856327,0.496402877697842,0.0495956232159848,1.16325401217488,207
"3042","{Other Vegetables,Whole Spices} => {Banana}",0.0246194100856327,0.268134715025907,0.0918173168411037,1.03274241133203,207
"3043","{Banana,Other Vegetables} => {Whole Spices}",0.0246194100856327,0.201166180758017,0.122383444338725,0.989125875914275,207
"3044","{Other Dals,Whole Spices} => {Brinjals}",0.0240247383444339,0.303759398496241,0.0790913415794482,1.11772823744262,202
"3045","{Brinjals,Whole Spices} => {Other Dals}",0.0240247383444339,0.388461538461538,0.0618458610846813,1.67325031525851,202
"3046","{Brinjals,Other Dals} => {Whole Spices}",0.0240247383444339,0.366606170598911,0.0655328258801142,1.8025875335647,202
"3047","{Other Dals,Whole Spices} => {Gourd & Cucumber}",0.0287821122740247,0.36390977443609,0.0790913415794481,1.214669862429,242
"3048","{Gourd & Cucumber,Whole Spices} => {Other Dals}",0.0287821122740247,0.415807560137457,0.0692197906755471,1.79103994141175,242
"3049","{Gourd & Cucumber,Other Dals} => {Whole Spices}",0.0287821122740247,0.353284671532847,0.0814700285442436,1.73708626798139,242
"3050","{Other Dals,Whole Spices} => {Beans}",0.0341341579448145,0.431578947368421,0.0790913415794481,1.08416964131272,287
"3051","{Beans,Whole Spices} => {Other Dals}",0.0341341579448145,0.395862068965517,0.0862274024738344,1.70512719050311,287
"3052","{Beans,Other Dals} => {Whole Spices}",0.0341341579448145,0.329128440366972,0.103710751665081,1.61831106819035,287
"3053","{Other Dals,Whole Spices} => {Root Vegetables}",0.0350856327307326,0.443609022556391,0.0790913415794481,1.07396045541438,295
"3054","{Root Vegetables,Whole Spices} => {Other Dals}",0.0350856327307326,0.397039030955585,0.0883682207421503,1.71019680956689,295
"3055","{Other Dals,Root Vegetables} => {Whole Spices}",0.0350856327307326,0.342624854819977,0.102402473834443,1.68467238557097,295
"3056","{Other Dals,Whole Spices} => {Other Vegetables}",0.0381779257849667,0.482706766917293,0.0790913415794481,1.13115900118188,321
"3057","{Other Vegetables,Whole Spices} => {Other Dals}",0.0381779257849667,0.41580310880829,0.0918173168411037,1.79102076785866,321
"3058","{Other Dals,Other Vegetables} => {Whole Spices}",0.0381779257849667,0.340402969247084,0.112155090390105,1.67374746516344,321
"3059","{Brinjals,Whole Spices} => {Gourd & Cucumber}",0.0346098953377735,0.559615384615385,0.0618458610846813,1.86790240327358,291
"3060","{Gourd & Cucumber,Whole Spices} => {Brinjals}",0.0346098953377735,0.5,0.0692197906755471,1.8398249452954,291
"3061","{Brinjals,Gourd & Cucumber} => {Whole Spices}",0.0346098953377735,0.245362563237774,0.141056137012369,1.2064376793586,291
"3062","{Brinjals,Whole Spices} => {Beans}",0.0388915318744053,0.628846153846154,0.0618458610846813,1.5797246673255,327
"3063","{Beans,Whole Spices} => {Brinjals}",0.0388915318744053,0.451034482758621,0.0862274024738344,1.65964898513544,327
"3064","{Beans,Brinjals} => {Whole Spices}",0.0388915318744053,0.240088105726872,0.161988582302569,1.18050338769096,327
"3065","{Brinjals,Whole Spices} => {Root Vegetables}",0.0397240723120837,0.642307692307692,0.0618458610846813,1.5550023256329,334
"3066","{Root Vegetables,Whole Spices} => {Brinjals}",0.0397240723120837,0.449528936742934,0.0883682207421503,1.65410910290354,334
"3067","{Brinjals,Root Vegetables} => {Whole Spices}",0.0397240723120837,0.251316779533484,0.158063748810657,1.23571431714476,334
"3068","{Brinjals,Whole Spices} => {Other Vegetables}",0.0407944814462417,0.659615384615385,0.0618458610846813,1.54572077866392,343
"3069","{Other Vegetables,Whole Spices} => {Brinjals}",0.0407944814462417,0.444300518134715,0.0918173168411037,1.63487035294384,343
"3070","{Brinjals,Other Vegetables} => {Whole Spices}",0.0407944814462417,0.237042156185211,0.17209800190295,1.1655265784826,343
"3071","{Gourd & Cucumber,Whole Spices} => {Beans}",0.0441246431969553,0.637457044673539,0.0692197906755471,1.60135608951751,371
"3072","{Beans,Whole Spices} => {Gourd & Cucumber}",0.0441246431969553,0.511724137931034,0.0862274024738345,1.70804944490835,371
"3073","{Beans,Gourd & Cucumber} => {Whole Spices}",0.0441246431969553,0.240440699935191,0.183515699333968,1.18223707897958,371
"3074","{Gourd & Cucumber,Whole Spices} => {Root Vegetables}",0.0417459562321598,0.603092783505155,0.0692197906755471,1.46006453317344,351
"3075","{Root Vegetables,Whole Spices} => {Gourd & Cucumber}",0.0417459562321598,0.472409152086137,0.0883682207421503,1.57682260847171,351
"3076","{Gourd & Cucumber,Root Vegetables} => {Whole Spices}",0.0417459562321598,0.248583569405099,0.167935299714558,1.22227523482928,351
"3077","{Gourd & Cucumber,Whole Spices} => {Other Vegetables}",0.0460275927687916,0.664948453608247,0.0692197906755471,1.55821811536738,387
"3078","{Other Vegetables,Whole Spices} => {Gourd & Cucumber}",0.0460275927687916,0.501295336787565,0.0918173168411037,1.6732398537951,387
"3079","{Gourd & Cucumber,Other Vegetables} => {Whole Spices}",0.0460275927687916,0.236552567237164,0.194576593720266,1.16311928966671,387
"3080","{Beans,Whole Spices} => {Root Vegetables}",0.0541151284490961,0.627586206896552,0.0862274024738344,1.51936217321803,455
"3081","{Root Vegetables,Whole Spices} => {Beans}",0.0541151284490961,0.612382234185734,0.0883682207421503,1.53836564835185,455
"3082","{Beans,Root Vegetables} => {Whole Spices}",0.0541151284490961,0.229450327786183,0.235846812559467,1.12819786902118,455
"3083","{Beans,Whole Spices} => {Other Vegetables}",0.056255946717412,0.652413793103448,0.0862274024738345,1.52884480836505,473
"3084","{Other Vegetables,Whole Spices} => {Beans}",0.056255946717412,0.612694300518135,0.0918173168411037,1.53914959030669,473
"3085","{Beans,Other Vegetables} => {Whole Spices}",0.056255946717412,0.230506822612086,0.244053282588011,1.13339261083182,473
"3086","{Root Vegetables,Whole Spices} => {Other Vegetables}",0.0560180780209324,0.633916554508748,0.0883682207421503,1.48549899395473,471
"3087","{Other Vegetables,Whole Spices} => {Root Vegetables}",0.0560180780209324,0.610103626943005,0.0918173168411037,1.47703751665326,471
"3088","{Other Vegetables,Root Vegetables} => {Whole Spices}",0.0560180780209324,0.232248520710059,0.241198858230257,1.14195646908198,471
"3089","{Banana,Other Dals} => {Brinjals}",0.0200999048525214,0.328793774319066,0.0611322549952426,1.20984597570009,169
"3090","{Banana,Brinjals} => {Other Dals}",0.0200999048525214,0.238028169014084,0.0844433872502379,1.02527707226968,169
"3091","{Brinjals,Other Dals} => {Banana}",0.0200999048525214,0.306715063520871,0.0655328258801142,1.18133772518712,169
"3092","{Banana,Other Dals} => {Gourd & Cucumber}",0.0223596574690771,0.365758754863813,0.0611322549952426,1.22084144934297,188
"3093","{Banana,Gourd & Cucumber} => {Other Dals}",0.0223596574690771,0.258596973865199,0.086465271170314,1.11387467021445,188
"3094","{Gourd & Cucumber,Other Dals} => {Banana}",0.0223596574690771,0.274452554744526,0.0814700285442436,1.0570760789244,188
"3095","{Banana,Other Dals} => {Beans}",0.0330637488106565,0.540856031128405,0.0611322549952426,1.35868464587022,278
"3096","{Banana,Beans} => {Other Dals}",0.0330637488106565,0.271484375,0.121788772597526,1.16938556608607,278
"3097","{Beans,Other Dals} => {Banana}",0.0330637488106565,0.318807339449541,0.103710751665081,1.22791209807226,278
"3098","{Banana,Other Dals} => {Root Vegetables}",0.0349666983824929,0.571984435797665,0.0611322549952426,1.3847524146809,294
"3099","{Banana,Root Vegetables} => {Other Dals}",0.0349666983824929,0.254766031195841,0.137250237868696,1.09737335568372,294
"3100","{Other Dals,Root Vegetables} => {Banana}",0.0349666983824929,0.341463414634146,0.102402473834443,1.31517379305722,294
"3101","{Banana,Other Dals} => {Other Vegetables}",0.0333016175071361,0.544747081712062,0.0611322549952426,1.27654221377788,280
"3102","{Banana,Other Vegetables} => {Other Dals}",0.0333016175071361,0.272108843537415,0.122383444338725,1.17207538753206,280
"3103","{Other Dals,Other Vegetables} => {Banana}",0.0333016175071361,0.296924708377519,0.112155090390105,1.14362938526714,280
"3104","{Banana,Brinjals} => {Gourd & Cucumber}",0.0412702188392008,0.488732394366197,0.0844433872502379,1.63130685662207,347
"3105","{Banana,Gourd & Cucumber} => {Brinjals}",0.0412702188392008,0.477303988995873,0.086465271170314,1.75631157088722,347
"3106","{Brinjals,Gourd & Cucumber} => {Banana}",0.0412702188392008,0.292580101180438,0.141056137012369,1.12689578136744,347
"3107","{Banana,Brinjals} => {Beans}",0.0505470980019029,0.598591549295775,0.0844433872502379,1.50372206348338,425
"3108","{Banana,Beans} => {Brinjals}",0.0505470980019029,0.4150390625,0.121788772597526,1.52719844091904,425
"3109","{Beans,Brinjals} => {Banana}",0.0505470980019029,0.312041116005874,0.161988582302569,1.20185144451552,425
"3110","{Banana,Brinjals} => {Root Vegetables}",0.0542340627973359,0.642253521126761,0.0844433872502379,1.55487117927838,456
"3111","{Banana,Root Vegetables} => {Brinjals}",0.0542340627973359,0.395147313691508,0.137250237868696,1.45400376959221,456
"3112","{Brinjals,Root Vegetables} => {Banana}",0.0542340627973359,0.343115124153499,0.158063748810657,1.32153548505846,456
"3113","{Banana,Brinjals} => {Other Vegetables}",0.0475737392959087,0.563380281690141,0.0844433872502379,1.32020663557712,400
"3114","{Banana,Other Vegetables} => {Brinjals}",0.0475737392959087,0.388726919339164,0.122383444338725,1.43037896621606,400
"3115","{Brinjals,Other Vegetables} => {Banana}",0.0475737392959087,0.27643400138217,0.17209800190295,1.06470777994562,400
"3116","{Banana,Gourd & Cucumber} => {Beans}",0.0519743101807802,0.601100412654746,0.086465271170314,1.51002458010191,437
"3117","{Banana,Beans} => {Gourd & Cucumber}",0.0519743101807802,0.4267578125,0.121788772597526,1.42444608475586,437
"3118","{Beans,Gourd & Cucumber} => {Banana}",0.0519743101807802,0.283214517174336,0.183515699333968,1.09082348163161,437
"3119","{Banana,Gourd & Cucumber} => {Root Vegetables}",0.0526879162702188,0.609353507565337,0.086465271170314,1.47522150636607,443
"3120","{Banana,Root Vegetables} => {Gourd & Cucumber}",0.0526879162702188,0.383882149046794,0.137250237868697,1.28133430297159,443
"3121","{Gourd & Cucumber,Root Vegetables} => {Banana}",0.0526879162702188,0.313739376770538,0.167935299714558,1.20839243238052,443
"3122","{Banana,Gourd & Cucumber} => {Other Vegetables}",0.0524500475737393,0.606602475928473,0.086465271170314,1.42149208963395,441
"3123","{Banana,Other Vegetables} => {Gourd & Cucumber}",0.0524500475737393,0.428571428571429,0.122383444338725,1.43049963137299,441
"3124","{Gourd & Cucumber,Other Vegetables} => {Banana}",0.0524500475737393,0.269559902200489,0.194576593720266,1.03823163431137,441
"3125","{Banana,Beans} => {Root Vegetables}",0.0792102759276879,0.650390625,0.121788772597526,1.57457079614166,666
"3126","{Banana,Root Vegetables} => {Beans}",0.0792102759276879,0.577123050259965,0.137250237868697,1.449791038717,666
"3127","{Beans,Root Vegetables} => {Banana}",0.0792102759276879,0.335854765506808,0.235846812559467,1.2935716300418,666
"3128","{Banana,Beans} => {Other Vegetables}",0.0686251189343482,0.5634765625,0.121788772597526,1.32043225682832,577
"3129","{Banana,Other Vegetables} => {Beans}",0.0686251189343482,0.560738581146744,0.122383444338725,1.40863160749382,577
"3130","{Beans,Other Vegetables} => {Banana}",0.0686251189343482,0.281189083820663,0.244053282588011,1.08302236223735,577
"3131","{Banana,Root Vegetables} => {Other Vegetables}",0.0745718363463368,0.543327556325823,0.137250237868697,1.27321574514702,627
"3132","{Banana,Other Vegetables} => {Root Vegetables}",0.0745718363463368,0.60932944606414,0.122383444338725,1.47516325439312,627
"3133","{Other Vegetables,Root Vegetables} => {Banana}",0.0745718363463368,0.309171597633136,0.241198858230257,1.190799263811,627
"3134","{Brinjals,Other Dals} => {Gourd & Cucumber}",0.0375832540437678,0.573502722323049,0.0655328258801142,1.91425601004057,316
"3135","{Gourd & Cucumber,Other Dals} => {Brinjals}",0.0375832540437678,0.461313868613139,0.0814700285442436,1.69747352617036,316
"3136","{Brinjals,Gourd & Cucumber} => {Other Dals}",0.0375832540437678,0.266441821247892,0.141056137012369,1.14766538578498,316
"3137","{Brinjals,Other Dals} => {Beans}",0.0435299714557564,0.664246823956443,0.0655328258801142,1.66865470445945,366
"3138","{Beans,Other Dals} => {Brinjals}",0.0435299714557564,0.419724770642202,0.103710751665081,1.54444020637183,366
"3139","{Beans,Brinjals} => {Other Dals}",0.0435299714557564,0.268722466960352,0.161988582302569,1.15748898678414,366
"3140","{Brinjals,Other Dals} => {Root Vegetables}",0.041151284490961,0.627949183303085,0.0655328258801142,1.52024092519791,346
"3141","{Other Dals,Root Vegetables} => {Brinjals}",0.041151284490961,0.401858304297329,0.102402473834443,1.47869786544067,346
"3142","{Brinjals,Root Vegetables} => {Other Dals}",0.041151284490961,0.260346124905944,0.158063748810657,1.1214089232629,346
"3143","{Brinjals,Other Dals} => {Other Vegetables}",0.0440057088487155,0.671506352087114,0.0655328258801142,1.57358567679723,370
"3144","{Other Dals,Other Vegetables} => {Brinjals}",0.0440057088487155,0.39236479321315,0.112155090390105,1.44376506841845,370
"3145","{Brinjals,Other Vegetables} => {Other Dals}",0.0440057088487155,0.255701451278507,0.17209800190295,1.10140256267914,370
